id,nombreCliente,usuarioCliente,estado,totalcuenta,fechahora
5801,Andrea,andreamg,creada,50.0,2024-10-31 18:37:00
5802,Andrea,andreamg,creada,40.0,2024-10-31 09:07:00
5803,Camila,cami_sm23,creada,20.0,2024-10-31 19:28:00
5804,Valeria,valeria_1,creada,20.0,2024-10-31 11:30:00
5805,Valeria,valeria_1,creada,20.0,2024-10-31 11:42:00
5806,Ana,anagarcia,creada,40.0,2024-10-31 12:12:00
5807,Andrea,andreamg,creada,20.0,2024-11-01 07:33:00
5808,Andrea,andreamg,creada,20.0,2024-10-31 13:39:00
5809,Valeria,valeria_1,creada,50.0,2024-11-01 08:50:00
5810,Daniel,dannyg123,creada,20.0,2024-11-01 01:06:00
5811,Daniel,dannyg123,creada,20.0,2024-11-01 06:18:00
5812,Andrea,andreamg,creada,40.0,2024-11-01 08:21:00
5813,Camila,cami_sm23,creada,20.0,2024-10-31 09:49:00
5814,Camilo,camip1234,creada,60.0,2024-10-31 15:45:00
5815,Daniel,dannyg123,creada,40.0,2024-10-31 09:40:00
5816,Daniel,dannyg123,creada,60.0,2024-10-31 14:21:00
5817,Carlos,carlito01,creada,25.0,2024-10-31 22:14:00
5818,Ana,anagarcia,creada,20.0,2024-10-31 09:11:00
5819,Ana,anagarcia,creada,25.0,2024-10-31 22:11:00
5820,Daniel,dannyg123,creada,50.0,2024-11-01 07:01:00
5821,Valeria,valeria_1,creada,25.0,2024-11-01 01:58:00
5822,Carlos,carlito01,creada,20.0,2024-10-31 23:54:00
5823,Andrea,andreamg,creada,50.0,2024-11-01 01:58:00
5824,Camilo,camip1234,creada,50.0,2024-10-31 21:12:00
5825,Camilo,camip1234,creada,20.0,2024-10-31 23:43:00
5826,Camila,cami_sm23,creada,50.0,2024-10-31 10:48:00
5827,Camilo,camip1234,creada,20.0,2024-11-01 05:49:00
5828,Camila,cami_sm23,creada,60.0,2024-10-31 17:25:00
5829,Valeria,valeria_1,creada,20.0,2024-10-31 11:34:00
5830,Carlos,carlito01,creada,20.0,2024-11-01 04:18:00
5831,Ana,anagarcia,creada,20.0,2024-10-31 15:01:00
5832,Carlos,carlito01,creada,25.0,2024-11-01 01:41:00
5833,Camila,cami_sm23,creada,20.0,2024-10-31 21:53:00
5834,Ana,anagarcia,creada,20.0,2024-11-01 03:33:00
5835,Camilo,camip1234,creada,20.0,2024-10-31 10:57:00
5836,Andrea,andreamg,creada,20.0,2024-10-31 15:47:00
5837,Andrea,andreamg,creada,25.0,2024-10-31 17:36:00
5838,Camilo,camip1234,creada,20.0,2024-10-31 15:42:00
5839,Andrea,andreamg,creada,40.0,2024-10-31 23:32:00
5840,Andrea,andreamg,creada,20.0,2024-11-01 00:39:00
5841,Carlos,carlito01,creada,25.0,2024-10-31 09:28:00
5842,Carlos,carlito01,creada,50.0,2024-10-31 09:05:00
5843,Camilo,camip1234,creada,25.0,2024-10-31 09:40:00
5844,Camila,cami_sm23,creada,25.0,2024-11-01 02:55:00
5845,Camilo,camip1234,creada,20.0,2024-11-01 04:17:00
5846,Andrea,andreamg,creada,20.0,2024-11-01 02:16:00
5847,Ana,anagarcia,creada,40.0,2024-10-31 09:17:00
5848,Ana,anagarcia,creada,60.0,2024-11-01 05:00:00
5849,Daniel,dannyg123,creada,20.0,2024-11-01 08:26:00
5850,Valeria,valeria_1,creada,20.0,2024-11-01 04:00:00
5851,Valeria,valeria_1,creada,20.0,2024-10-31 21:49:00
5852,Camilo,camip1234,creada,40.0,2024-10-31 23:31:00
5853,Camilo,camip1234,creada,20.0,2024-10-31 14:24:00
5854,Camilo,camip1234,creada,40.0,2024-10-31 10:00:00
5855,Andrea,andreamg,creada,20.0,2024-10-31 15:43:00
5856,Camilo,camip1234,creada,20.0,2024-11-01 05:07:00
5857,Ana,anagarcia,creada,25.0,2024-10-31 19:11:00
5858,Valeria,valeria_1,creada,20.0,2024-10-31 13:47:00
5859,Camila,cami_sm23,creada,20.0,2024-10-31 15:51:00
5860,Daniel,dannyg123,creada,20.0,2024-10-31 20:05:00
5861,Camila,cami_sm23,creada,20.0,2024-10-31 10:25:00
5862,Camilo,camip1234,creada,20.0,2024-11-01 04:41:00
5863,Andrea,andreamg,creada,20.0,2024-10-31 22:41:00
5864,Carlos,carlito01,creada,40.0,2024-10-31 09:59:00
5865,Camilo,camip1234,creada,40.0,2024-10-31 21:06:00
5866,Camila,cami_sm23,creada,20.0,2024-10-31 09:09:00
5867,Valeria,valeria_1,creada,60.0,2024-11-01 06:03:00
5868,Camila,cami_sm23,creada,40.0,2024-10-31 09:14:00
5869,Ana,anagarcia,creada,50.0,2024-11-01 08:44:00
5870,Carlos,carlito01,creada,50.0,2024-10-31 22:14:00
5871,Carlos,carlito01,creada,20.0,2024-10-31 17:58:00
5872,Daniel,dannyg123,creada,25.0,2024-10-31 21:09:00
5873,Camila,cami_sm23,creada,50.0,2024-10-31 18:42:00
5874,Daniel,dannyg123,creada,20.0,2024-10-31 14:41:00
5875,Ana,anagarcia,creada,25.0,2024-10-31 14:38:00
5876,Camila,cami_sm23,creada,20.0,2024-10-31 12:03:00
5877,Andrea,andreamg,creada,60.0,2024-10-31 23:29:00
5878,Carlos,carlito01,creada,20.0,2024-10-31 09:25:00
5879,Ana,anagarcia,creada,40.0,2024-11-01 06:47:00
5880,Camilo,camip1234,creada,20.0,2024-10-31 23:12:00
5881,Valeria,valeria_1,creada,50.0,2024-10-31 10:45:00
5882,Carlos,carlito01,creada,20.0,2024-10-31 12:41:00
5883,Camila,cami_sm23,creada,20.0,2024-10-31 19:47:00
5884,Andrea,andreamg,creada,50.0,2024-10-31 14:52:00
5885,Valeria,valeria_1,creada,40.0,2024-10-31 17:34:00
5886,Carlos,carlito01,creada,50.0,2024-10-31 14:45:00
5887,Andrea,andreamg,creada,60.0,2024-10-31 18:09:00
5888,Valeria,valeria_1,creada,25.0,2024-10-31 21:11:00
5889,Camila,cami_sm23,creada,20.0,2024-10-31 18:45:00
5890,Ana,anagarcia,creada,20.0,2024-10-31 18:50:00
5891,Andrea,andreamg,creada,40.0,2024-11-01 08:09:00
5892,Andrea,andreamg,creada,40.0,2024-10-31 22:15:00
5893,Daniel,dannyg123,creada,20.0,2024-10-31 17:55:00
5894,Valeria,valeria_1,creada,20.0,2024-11-01 07:21:00
5895,Camilo,camip1234,creada,25.0,2024-11-01 01:19:00
5896,Valeria,valeria_1,creada,20.0,2024-10-31 22:08:00
5897,Andrea,andreamg,creada,50.0,2024-10-31 13:51:00
5898,Camila,cami_sm23,creada,20.0,2024-11-01 06:09:00
5899,Daniel,dannyg123,creada,40.0,2024-10-31 19:23:00
5900,Valeria,valeria_1,creada,60.0,2024-11-01 08:08:00
5901,Carlos,carlito01,creada,20.0,2024-10-31 23:58:00
5902,Andrea,andreamg,creada,25.0,2024-10-31 18:00:00
5903,Camilo,camip1234,creada,40.0,2024-11-01 01:23:00
5904,Valeria,valeria_1,creada,50.0,2024-10-31 15:53:00
5905,Ana,anagarcia,creada,40.0,2024-10-31 22:13:00
5906,Andrea,andreamg,creada,25.0,2024-10-31 09:01:00
5907,Carlos,carlito01,creada,40.0,2024-10-31 16:29:00
5908,Carlos,carlito01,creada,25.0,2024-11-01 01:53:00
5909,Andrea,andreamg,creada,60.0,2024-10-31 12:22:00
5910,Carlos,carlito01,creada,60.0,2024-10-31 17:17:00
5911,Camila,cami_sm23,creada,60.0,2024-10-31 11:36:00
5912,Daniel,dannyg123,creada,50.0,2024-10-31 19:23:00
5913,Ana,anagarcia,creada,40.0,2024-10-31 19:29:00
5914,Andrea,andreamg,creada,25.0,2024-10-31 15:17:00
5915,Camila,cami_sm23,creada,25.0,2024-10-31 23:45:00
5916,Andrea,andreamg,creada,20.0,2024-10-31 23:19:00
5917,Camila,cami_sm23,creada,20.0,2024-11-01 07:43:00
5918,Valeria,valeria_1,creada,20.0,2024-10-31 22:06:00
5919,Valeria,valeria_1,creada,60.0,2024-10-31 14:28:00
5920,Ana,anagarcia,creada,20.0,2024-11-01 03:43:00
5921,Camila,cami_sm23,creada,40.0,2024-11-01 00:44:00
5922,Daniel,dannyg123,creada,50.0,2024-10-31 11:23:00
5923,Ana,anagarcia,creada,50.0,2024-11-01 04:39:00
5924,Camilo,camip1234,creada,50.0,2024-10-31 21:44:00
5925,Valeria,valeria_1,creada,20.0,2024-10-31 09:49:00
5926,Camila,cami_sm23,creada,40.0,2024-10-31 17:05:00
5927,Camila,cami_sm23,creada,40.0,2024-10-31 23:35:00
5928,Ana,anagarcia,creada,40.0,2024-10-31 14:25:00
5929,Camila,cami_sm23,creada,20.0,2024-10-31 09:41:00
5930,Valeria,valeria_1,creada,60.0,2024-11-01 00:07:00
5931,Carlos,carlito01,creada,25.0,2024-11-01 03:08:00
5932,Camila,cami_sm23,creada,50.0,2024-10-31 14:20:00
5933,Andrea,andreamg,creada,40.0,2024-11-01 07:10:00
5934,Ana,anagarcia,creada,20.0,2024-10-31 11:09:00
5935,Valeria,valeria_1,creada,20.0,2024-11-01 06:09:00
5936,Carlos,carlito01,creada,25.0,2024-10-31 18:42:00
5937,Andrea,andreamg,creada,40.0,2024-10-31 13:56:00
5938,Valeria,valeria_1,creada,50.0,2024-10-31 23:43:00
5939,Andrea,andreamg,creada,20.0,2024-10-31 13:36:00
5940,Camila,cami_sm23,creada,20.0,2024-10-31 13:39:00
5941,Camila,cami_sm23,creada,20.0,2024-10-31 11:38:00
5942,Valeria,valeria_1,creada,40.0,2024-10-31 23:48:00
5943,Camilo,camip1234,creada,50.0,2024-10-31 15:33:00
5944,Ana,anagarcia,creada,20.0,2024-10-31 13:37:00
5945,Valeria,valeria_1,creada,40.0,2024-10-31 15:42:00
5946,Camilo,camip1234,creada,25.0,2024-10-31 12:22:00
5947,Carlos,carlito01,creada,20.0,2024-11-01 08:33:00
5948,Camilo,camip1234,creada,20.0,2024-11-01 05:07:00
5949,Carlos,carlito01,creada,60.0,2024-10-31 19:58:00
5950,Camilo,camip1234,creada,20.0,2024-10-31 22:55:00
5951,Daniel,dannyg123,creada,40.0,2024-10-31 09:32:00
5952,Valeria,valeria_1,creada,25.0,2024-10-31 17:44:00
5953,Camilo,camip1234,creada,60.0,2024-10-31 10:42:00
5954,Camilo,camip1234,creada,60.0,2024-10-31 10:12:00
5955,Camila,cami_sm23,creada,20.0,2024-11-01 01:23:00
5956,Camilo,camip1234,creada,25.0,2024-10-31 23:45:00
5957,Camila,cami_sm23,creada,20.0,2024-10-31 10:15:00
5958,Andrea,andreamg,creada,20.0,2024-11-01 01:37:00
5959,Camila,cami_sm23,creada,50.0,2024-10-31 23:34:00
5960,Daniel,dannyg123,creada,60.0,2024-10-31 10:58:00
5961,Valeria,valeria_1,creada,60.0,2024-11-01 05:19:00
5962,Ana,anagarcia,creada,60.0,2024-11-01 03:59:00
5963,Camilo,camip1234,creada,60.0,2024-11-01 03:31:00
5964,Ana,anagarcia,creada,40.0,2024-10-31 19:52:00
5965,Ana,anagarcia,creada,25.0,2024-10-31 19:02:00
5966,Ana,anagarcia,creada,40.0,2024-10-31 11:24:00
5967,Valeria,valeria_1,creada,40.0,2024-10-31 16:31:00
5968,Ana,anagarcia,creada,20.0,2024-10-31 15:39:00
5969,Ana,anagarcia,creada,20.0,2024-10-31 21:37:00
5970,Daniel,dannyg123,creada,20.0,2024-10-31 21:08:00
5971,Andrea,andreamg,creada,20.0,2024-10-31 15:10:00
5972,Camila,cami_sm23,creada,20.0,2024-10-31 11:03:00
5973,Carlos,carlito01,creada,40.0,2024-10-31 13:44:00
5974,Valeria,valeria_1,creada,20.0,2024-10-31 19:06:00
5975,Camilo,camip1234,creada,25.0,2024-10-31 10:06:00
5976,Andrea,andreamg,creada,20.0,2024-10-31 16:15:00
5977,Valeria,valeria_1,creada,60.0,2024-10-31 17:03:00
5978,Camilo,camip1234,creada,20.0,2024-10-31 20:29:00
5979,Valeria,valeria_1,creada,20.0,2024-10-31 23:18:00
5980,Carlos,carlito01,creada,50.0,2024-11-01 04:54:00
5981,Daniel,dannyg123,creada,20.0,2024-11-01 04:57:00
5982,Ana,anagarcia,creada,20.0,2024-10-31 16:18:00
5983,Carlos,carlito01,creada,20.0,2024-11-01 04:53:00
5984,Ana,anagarcia,creada,40.0,2024-11-01 06:57:00
5985,Daniel,dannyg123,creada,40.0,2024-10-31 19:19:00
5986,Carlos,carlito01,creada,40.0,2024-10-31 12:31:00
5987,Carlos,carlito01,creada,50.0,2024-10-31 19:39:00
5988,Carlos,carlito01,creada,60.0,2024-11-01 01:16:00
5989,Valeria,valeria_1,creada,40.0,2024-11-01 04:05:00
5990,Ana,anagarcia,creada,50.0,2024-10-31 19:10:00
5991,Valeria,valeria_1,creada,20.0,2024-10-31 14:11:00
5992,Ana,anagarcia,creada,20.0,2024-10-31 10:19:00
5993,Camila,cami_sm23,creada,25.0,2024-10-31 13:37:00
5994,Valeria,valeria_1,creada,60.0,2024-10-31 09:56:00
5995,Daniel,dannyg123,creada,20.0,2024-10-31 13:22:00
5996,Ana,anagarcia,creada,50.0,2024-11-01 02:53:00
5997,Carlos,carlito01,creada,50.0,2024-10-31 13:47:00
5998,Ana,anagarcia,creada,20.0,2024-11-01 01:15:00
5999,Camila,cami_sm23,creada,40.0,2024-11-01 07:23:00
6000,Camila,cami_sm23,creada,20.0,2024-11-01 04:41:00
6001,Carlos,carlito01,creada,50.0,2024-11-01 00:36:00
6002,Andrea,andreamg,creada,20.0,2024-10-31 10:48:00
6003,Camilo,camip1234,creada,50.0,2024-11-01 02:16:00
6004,Daniel,dannyg123,creada,25.0,2024-11-01 03:31:00
6005,Carlos,carlito01,creada,40.0,2024-10-31 09:43:00
6006,Andrea,andreamg,creada,60.0,2024-11-01 06:39:00
6007,Andrea,andreamg,creada,20.0,2024-11-01 06:17:00
6008,Camila,cami_sm23,creada,60.0,2024-10-31 15:31:00
6009,Andrea,andreamg,creada,60.0,2024-10-31 23:59:00
6010,Camila,cami_sm23,creada,20.0,2024-10-31 18:44:00
6011,Daniel,dannyg123,creada,20.0,2024-10-31 15:51:00
6012,Carlos,carlito01,creada,60.0,2024-10-31 20:37:00
6013,Andrea,andreamg,creada,20.0,2024-11-01 00:35:00
6014,Valeria,valeria_1,creada,20.0,2024-10-31 22:01:00
6015,Camila,cami_sm23,creada,25.0,2024-10-31 22:08:00
6016,Valeria,valeria_1,creada,40.0,2024-11-01 03:38:00
6017,Ana,anagarcia,creada,20.0,2024-10-31 12:36:00
6018,Valeria,valeria_1,creada,50.0,2024-10-31 14:47:00
6019,Valeria,valeria_1,creada,60.0,2024-10-31 11:53:00
6020,Carlos,carlito01,creada,40.0,2024-10-31 13:57:00
6021,Camilo,camip1234,creada,20.0,2024-10-31 12:52:00
6022,Valeria,valeria_1,creada,25.0,2024-10-31 18:29:00
6023,Camila,cami_sm23,creada,20.0,2024-11-01 04:47:00
6024,Daniel,dannyg123,creada,20.0,2024-11-01 08:56:00
6025,Camilo,camip1234,creada,25.0,2024-11-01 08:36:00
6026,Andrea,andreamg,creada,20.0,2024-10-31 19:36:00
6027,Daniel,dannyg123,creada,20.0,2024-10-31 16:24:00
6028,Valeria,valeria_1,creada,60.0,2024-10-31 14:18:00
6029,Camilo,camip1234,creada,20.0,2024-11-01 06:55:00
6030,Daniel,dannyg123,creada,20.0,2024-10-31 14:07:00
6031,Camilo,camip1234,creada,40.0,2024-10-31 17:47:00
6032,Carlos,carlito01,creada,25.0,2024-11-01 07:42:00
6033,Ana,anagarcia,creada,20.0,2024-11-01 05:32:00
6034,Camila,cami_sm23,creada,60.0,2024-11-01 08:25:00
6035,Daniel,dannyg123,creada,20.0,2024-10-31 23:29:00
6036,Valeria,valeria_1,creada,20.0,2024-10-31 19:44:00
6037,Valeria,valeria_1,creada,25.0,2024-10-31 11:16:00
6038,Valeria,valeria_1,creada,25.0,2024-10-31 18:49:00
6039,Valeria,valeria_1,creada,40.0,2024-10-31 21:25:00
6040,Ana,anagarcia,creada,20.0,2024-11-01 07:46:00
6041,Camilo,camip1234,creada,60.0,2024-11-01 05:08:00
6042,Daniel,dannyg123,creada,25.0,2024-11-01 02:04:00
6043,Camilo,camip1234,creada,25.0,2024-10-31 23:32:00
6044,Daniel,dannyg123,creada,40.0,2024-10-31 14:01:00
6045,Daniel,dannyg123,creada,40.0,2024-11-01 05:26:00
6046,Camilo,camip1234,creada,20.0,2024-11-01 02:17:00
6047,Carlos,carlito01,creada,50.0,2024-10-31 15:59:00
6048,Carlos,carlito01,creada,20.0,2024-10-31 20:40:00
6049,Camila,cami_sm23,creada,50.0,2024-11-01 04:31:00
6050,Camila,cami_sm23,creada,20.0,2024-10-31 19:44:00
6051,Camilo,camip1234,creada,40.0,2024-10-31 23:27:00
6052,Ana,anagarcia,creada,60.0,2024-11-01 03:36:00
6053,Camila,cami_sm23,creada,20.0,2024-10-31 14:09:00
6054,Camilo,camip1234,creada,40.0,2024-11-01 04:54:00
6055,Ana,anagarcia,creada,20.0,2024-10-31 21:16:00
6056,Camilo,camip1234,creada,20.0,2024-10-31 16:22:00
6057,Ana,anagarcia,creada,50.0,2024-10-31 18:57:00
6058,Carlos,carlito01,creada,25.0,2024-11-01 00:10:00
6059,Daniel,dannyg123,creada,20.0,2024-11-01 06:39:00
6060,Ana,anagarcia,creada,20.0,2024-10-31 09:34:00
6061,Camila,cami_sm23,creada,20.0,2024-10-31 10:35:00
6062,Camilo,camip1234,creada,40.0,2024-11-01 04:44:00
6063,Camilo,camip1234,creada,60.0,2024-10-31 10:27:00
6064,Andrea,andreamg,creada,20.0,2024-10-31 10:52:00
6065,Ana,anagarcia,creada,20.0,2024-10-31 13:06:00
6066,Andrea,andreamg,creada,50.0,2024-10-31 18:15:00
6067,Carlos,carlito01,creada,20.0,2024-11-01 01:25:00
6068,Daniel,dannyg123,creada,20.0,2024-10-31 12:25:00
6069,Daniel,dannyg123,creada,20.0,2024-10-31 15:39:00
6070,Camila,cami_sm23,creada,20.0,2024-10-31 17:05:00
6071,Ana,anagarcia,creada,20.0,2024-11-01 01:51:00
6072,Valeria,valeria_1,creada,60.0,2024-11-01 07:05:00
6073,Daniel,dannyg123,creada,20.0,2024-11-01 03:30:00
6074,Camila,cami_sm23,creada,20.0,2024-11-01 08:18:00
6075,Camila,cami_sm23,creada,20.0,2024-11-01 05:27:00
6076,Carlos,carlito01,creada,20.0,2024-10-31 09:11:00
6077,Ana,anagarcia,creada,20.0,2024-10-31 19:22:00
6078,Camila,cami_sm23,creada,60.0,2024-10-31 15:09:00
6079,Camilo,camip1234,creada,20.0,2024-11-01 02:40:00
6080,Ana,anagarcia,creada,25.0,2024-11-01 08:01:00
6081,Carlos,carlito01,creada,20.0,2024-10-31 16:32:00
6082,Ana,anagarcia,creada,60.0,2024-10-31 15:07:00
6083,Camilo,camip1234,creada,40.0,2024-10-31 15:57:00
6084,Carlos,carlito01,creada,50.0,2024-10-31 19:33:00
6085,Daniel,dannyg123,creada,20.0,2024-11-01 00:21:00
6086,Ana,anagarcia,creada,50.0,2024-10-31 13:59:00
6087,Camilo,camip1234,creada,20.0,2024-10-31 14:05:00
6088,Ana,anagarcia,creada,20.0,2024-10-31 17:32:00
6089,Andrea,andreamg,creada,60.0,2024-11-01 00:15:00
6090,Daniel,dannyg123,creada,25.0,2024-10-31 12:04:00
6091,Andrea,andreamg,creada,20.0,2024-10-31 23:08:00
6092,Valeria,valeria_1,creada,20.0,2024-10-31 10:36:00
6093,Camilo,camip1234,creada,60.0,2024-10-31 09:17:00
6094,Ana,anagarcia,creada,60.0,2024-10-31 09:14:00
6095,Carlos,carlito01,creada,20.0,2024-10-31 19:51:00
6096,Ana,anagarcia,creada,50.0,2024-11-01 01:13:00
6097,Andrea,andreamg,creada,50.0,2024-10-31 23:33:00
6098,Andrea,andreamg,creada,20.0,2024-10-31 19:40:00
6099,Valeria,valeria_1,creada,20.0,2024-11-01 02:09:00
6100,Carlos,carlito01,creada,20.0,2024-10-31 16:48:00
6101,Ana,anagarcia,creada,25.0,2024-11-01 05:45:00
6102,Camila,cami_sm23,creada,20.0,2024-10-31 17:14:00
6103,Valeria,valeria_1,creada,20.0,2024-11-01 00:14:00
6104,Carlos,carlito01,creada,60.0,2024-11-01 05:16:00
6105,Ana,anagarcia,creada,20.0,2024-10-31 11:24:00
6106,Ana,anagarcia,creada,60.0,2024-11-01 08:41:00
6107,Camilo,camip1234,creada,40.0,2024-10-31 16:49:00
6108,Valeria,valeria_1,creada,60.0,2024-10-31 20:56:00
6109,Daniel,dannyg123,creada,50.0,2024-11-01 01:54:00
6110,Camila,cami_sm23,creada,20.0,2024-11-01 07:25:00
6111,Camila,cami_sm23,creada,60.0,2024-11-01 05:08:00
6112,Ana,anagarcia,creada,50.0,2024-11-01 06:59:00
6113,Carlos,carlito01,creada,25.0,2024-11-01 05:33:00
6114,Andrea,andreamg,creada,40.0,2024-11-01 00:50:00
6115,Ana,anagarcia,creada,20.0,2024-10-31 19:44:00
6116,Carlos,carlito01,creada,20.0,2024-10-31 16:22:00
6117,Camilo,camip1234,creada,20.0,2024-10-31 14:27:00
6118,Carlos,carlito01,creada,60.0,2024-11-01 02:13:00
6119,Daniel,dannyg123,creada,20.0,2024-10-31 10:29:00
6120,Camilo,camip1234,creada,50.0,2024-10-31 20:51:00
6121,Carlos,carlito01,creada,25.0,2024-11-01 00:43:00
6122,Ana,anagarcia,creada,20.0,2024-10-31 23:53:00
6123,Andrea,andreamg,creada,20.0,2024-10-31 16:41:00
6124,Ana,anagarcia,creada,20.0,2024-10-31 15:43:00
6125,Camila,cami_sm23,creada,60.0,2024-11-01 02:20:00
6126,Daniel,dannyg123,creada,25.0,2024-11-01 04:42:00
6127,Camila,cami_sm23,creada,25.0,2024-10-31 13:06:00
6128,Camilo,camip1234,creada,20.0,2024-10-31 21:31:00
6129,Andrea,andreamg,creada,40.0,2024-10-31 10:43:00
6130,Valeria,valeria_1,creada,20.0,2024-10-31 18:36:00
6131,Ana,anagarcia,creada,50.0,2024-10-31 14:48:00
6132,Camilo,camip1234,creada,25.0,2024-10-31 22:26:00
6133,Camila,cami_sm23,creada,20.0,2024-11-01 08:46:00
6134,Ana,anagarcia,creada,20.0,2024-10-31 19:43:00
6135,Ana,anagarcia,creada,20.0,2024-10-31 20:45:00
6136,Valeria,valeria_1,creada,20.0,2024-11-01 08:11:00
6137,Daniel,dannyg123,creada,50.0,2024-10-31 15:43:00
6138,Camila,cami_sm23,creada,40.0,2024-11-01 00:59:00
6139,Camilo,camip1234,creada,40.0,2024-11-01 04:25:00
6140,Andrea,andreamg,creada,20.0,2024-10-31 19:24:00
6141,Valeria,valeria_1,creada,60.0,2024-11-01 00:52:00
6142,Carlos,carlito01,creada,50.0,2024-10-31 22:17:00
6143,Camilo,camip1234,creada,40.0,2024-10-31 19:01:00
6144,Carlos,carlito01,creada,50.0,2024-10-31 12:34:00
6145,Camila,cami_sm23,creada,20.0,2024-11-01 01:06:00
6146,Andrea,andreamg,creada,20.0,2024-10-31 23:06:00
6147,Daniel,dannyg123,creada,50.0,2024-10-31 17:19:00
6148,Carlos,carlito01,creada,60.0,2024-11-01 06:50:00
6149,Andrea,andreamg,creada,40.0,2024-10-31 16:31:00
6150,Ana,anagarcia,creada,20.0,2024-10-31 13:48:00
6151,Ana,anagarcia,creada,60.0,2024-11-01 05:04:00
6152,Ana,anagarcia,creada,20.0,2024-11-01 02:23:00
6153,Ana,anagarcia,creada,50.0,2024-10-31 14:27:00
6154,Ana,anagarcia,creada,60.0,2024-10-31 15:39:00
6155,Carlos,carlito01,creada,60.0,2024-10-31 13:50:00
6156,Camila,cami_sm23,creada,20.0,2024-10-31 21:30:00
6157,Camila,cami_sm23,creada,20.0,2024-10-31 10:27:00
6158,Carlos,carlito01,creada,25.0,2024-10-31 21:47:00
6159,Valeria,valeria_1,creada,20.0,2024-10-31 10:00:00
6160,Carlos,carlito01,creada,20.0,2024-10-31 23:13:00
6161,Ana,anagarcia,creada,60.0,2024-10-31 15:54:00
6162,Daniel,dannyg123,creada,40.0,2024-10-31 17:16:00
6163,Daniel,dannyg123,creada,50.0,2024-11-01 05:06:00
6164,Andrea,andreamg,creada,20.0,2024-10-31 10:34:00
6165,Valeria,valeria_1,creada,60.0,2024-10-31 20:54:00
6166,Carlos,carlito01,creada,20.0,2024-10-31 09:09:00
6167,Carlos,carlito01,creada,50.0,2024-10-31 20:46:00
6168,Andrea,andreamg,creada,50.0,2024-10-31 18:59:00
6169,Camilo,camip1234,creada,20.0,2024-10-31 23:53:00
6170,Ana,anagarcia,creada,60.0,2024-10-31 21:49:00
6171,Camilo,camip1234,creada,60.0,2024-10-31 21:32:00
6172,Daniel,dannyg123,creada,20.0,2024-11-01 08:50:00
6173,Ana,anagarcia,creada,60.0,2024-11-01 01:17:00
6174,Ana,anagarcia,creada,20.0,2024-10-31 20:45:00
6175,Camila,cami_sm23,creada,20.0,2024-11-01 07:05:00
6176,Camila,cami_sm23,creada,60.0,2024-10-31 19:57:00
6177,Andrea,andreamg,creada,40.0,2024-10-31 12:23:00
6178,Camila,cami_sm23,creada,50.0,2024-11-01 06:35:00
6179,Ana,anagarcia,creada,60.0,2024-11-01 00:26:00
6180,Carlos,carlito01,creada,20.0,2024-11-01 01:22:00
6181,Andrea,andreamg,creada,20.0,2024-10-31 18:51:00
6182,Camilo,camip1234,creada,50.0,2024-11-01 00:17:00
6183,Valeria,valeria_1,creada,20.0,2024-11-01 01:42:00
6184,Camilo,camip1234,creada,20.0,2024-11-01 03:49:00
6185,Camilo,camip1234,creada,50.0,2024-10-31 17:17:00
6186,Carlos,carlito01,creada,20.0,2024-10-31 17:18:00
6187,Valeria,valeria_1,creada,25.0,2024-11-01 04:49:00
6188,Ana,anagarcia,creada,40.0,2024-11-01 02:12:00
6189,Daniel,dannyg123,creada,40.0,2024-11-01 04:25:00
6190,Andrea,andreamg,creada,20.0,2024-10-31 13:12:00
6191,Andrea,andreamg,creada,20.0,2024-10-31 12:16:00
6192,Andrea,andreamg,creada,25.0,2024-11-01 07:49:00
6193,Ana,anagarcia,creada,40.0,2024-10-31 13:39:00
6194,Valeria,valeria_1,creada,20.0,2024-11-01 04:08:00
6195,Carlos,carlito01,creada,20.0,2024-11-01 05:47:00
6196,Daniel,dannyg123,creada,60.0,2024-10-31 22:18:00
6197,Carlos,carlito01,creada,20.0,2024-10-31 21:49:00
6198,Andrea,andreamg,creada,20.0,2024-11-01 00:39:00
6199,Valeria,valeria_1,creada,40.0,2024-10-31 19:13:00
6200,Carlos,carlito01,creada,20.0,2024-10-31 11:32:00
6201,Carlos,carlito01,creada,25.0,2024-10-31 15:44:00
6202,Camila,cami_sm23,creada,20.0,2024-10-31 21:38:00
6203,Camilo,camip1234,creada,20.0,2024-10-31 09:16:00
6204,Carlos,carlito01,creada,20.0,2024-10-31 14:07:00
6205,Camila,cami_sm23,creada,25.0,2024-10-31 21:25:00
6206,Camila,cami_sm23,creada,20.0,2024-10-31 18:33:00
6207,Camilo,camip1234,creada,20.0,2024-11-01 07:38:00
6208,Camila,cami_sm23,creada,25.0,2024-10-31 11:03:00
6209,Andrea,andreamg,creada,20.0,2024-11-01 08:08:00
6210,Camila,cami_sm23,creada,20.0,2024-11-01 08:14:00
6211,Ana,anagarcia,creada,20.0,2024-10-31 16:53:00
6212,Valeria,valeria_1,creada,20.0,2024-10-31 20:02:00
6213,Valeria,valeria_1,creada,40.0,2024-11-01 01:53:00
6214,Carlos,carlito01,creada,20.0,2024-10-31 14:15:00
6215,Carlos,carlito01,creada,25.0,2024-10-31 16:59:00
6216,Daniel,dannyg123,creada,20.0,2024-10-31 14:58:00
6217,Daniel,dannyg123,creada,20.0,2024-10-31 21:24:00
6218,Andrea,andreamg,creada,20.0,2024-11-01 08:34:00
